K00001	alcohol_dehydrogenase_[EC:1.1.1.1]
K07731	putative_transcriptional_regulator
K07732	riboflavin_kinase,_archaea_type_[EC:2.7.1.161]
K07733	prophage_regulatory_protein
K07734	transcriptional_regulator
K07735	putative_transcriptional_regulator
K07736	CarD_family_transcriptional_regulator
K07737	putative_transcriptional_regulator
K07738	transcriptional_repressor_NrdR
K07739	elongator_complex_protein_3_[EC:2.3.1.48]
K07740	regulator_of_sigma_D
K07741	anti-repressor_protein
K07742	hypothetical_protein
K07743	hypothetical_protein
K07744	hypothetical_protein
K07745	hypothetical_protein
K07746	hypothetical_protein
K07747	beta-site_APP-cleaving_enzyme_2_(memapsin_1)_[EC:3.4.23.45]
K07748	sterol-4alpha-carboxylate_3-dehydrogenase_(decarboxylating)_[EC:1.1.1.170]
K07749	formyl-CoA_transferase_[EC:2.8.3.16]
K07750	methylsterol_monooxygenase_[EC:1.14.13.72]
K07751	PepB_aminopeptidase_[EC:3.4.11.23]
K07752	carboxypeptidase_D_[EC:3.4.17.22]
K07753	peroxisomal_trans-2-enoyl-CoA_reductase_[EC:1.3.1.38]
K07754	thyroxine_5-deiodinase_[EC:1.97.1.11]
K07755	arsenite_methyltransferase_[EC:2.1.1.137]
K07756	inositol-hexakisphosphate_kinase_[EC:2.7.4.21]
K07757	sugar-phosphatase_[EC:3.1.3.23]
K07758	pyridoxal_phosphatase_[EC:3.1.3.74]
K07759	poly(ADP-ribose)_glycohydrolase_[EC:3.2.1.143]
K07760	cyclin-dependent_kinase_[EC:2.7.11.22]
K07761	gelatinase_A_[EC:3.4.24.24]
K07762	pappalysin-1_[EC:3.4.24.79]
K07763	matrix_metalloproteinase-14_(membrane-inserted)_[EC:3.4.24.80]
K07764	a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_4_[EC:3.4.24.82]
K07765	S2P_endopeptidase_[EC:3.4.24.85]
K07766	diphosphoinositol-polyphosphate_diphosphatase_[EC:3.6.1.52]
K07767	microtubule-severing_ATPase_[EC:3.6.4.3]
K07768	two-component_system,_OmpR_family,_sensor_histidine_kinase_SenX3_[EC:2.7.13.3]
K07769	two-component_system,_OmpR_family,_sensor_histidine_kinase_NblS_[EC:2.7.13.3]
K07770	two-component_system,_OmpR_family,_response_regulator_CssR
K07771	two-component_system,_OmpR_family,_response_regulator_BasR
K07772	two-component_system,_OmpR_family,_torCAD_operon_response_regulator_TorR
K07773	two-component_system,_OmpR_family,_aerobic_respiration_control_protein_ArcA
K07774	two-component_system,_OmpR_family,_response_regulator_TctD
K07775	two-component_system,_OmpR_family,_response_regulator_ResD
K07776	two-component_system,_OmpR_family,_response_regulator_RegX3
K07777	two-component_system,_NarL_family,_sensor_histidine_kinase_DegS_[EC:2.7.13.3]
K07778	two-component_system,_NarL_family,_sensor_histidine_kinase_DesK_[EC:2.7.13.3]
K07779	chondroitin_4-sulfotransferase_13_[EC:2.8.2.5]
K07780	AraC_family_transcriptional_regulator,_transcriptional_regulator_required_for_anaerobic_and_stationary_phase_induction_of_genes
K07781	LuxR_family_transcriptional_regulator,_capsular_biosynthesis_positive_transcription_factor
K07782	LuxR_family_transcriptional_regulator
K07783	MFS_transporter,_OPA_family,_sugar_phosphate_sensor_protein_UhpC
K07784	MFS_transporter,_OPA_family,_hexose_phosphate_transport_protein_UhpT
K07785	MFS_transporter,_NRE_family,_putaive_nickel_resistance_protein
K07786	MFS_transporter,_multidrug_resistance_protein_Y
K07787	Cu(I)/Ag(I)_efflux_system_membrane_protein_CusA/SilA
K07788	RND_superfamily,_multidrug_transport_protein_MdtB
K07789	RND_superfamily,_multidrug_transport_protein_MdtC
K07790	putative_membrane_protein_PagO
K07791	anaerobic_C4-dicarboxylate_transporter_DcuA
K07792	anaerobic_C4-dicarboxylate_transporter_DcuB
K07793	putative_tricarboxylic_transport_membrane_protein
K07794	putative_tricarboxylic_transport_membrane_protein
K07795	putative_tricarboxylic_transport_membrane_protein
K07796	Cu(I)/Ag(I)_efflux_system_outer_membrane_protein_CusC/SilC
K07797	multidrug_resistance_protein_K
K07798	Cu(I)/Ag(I)_efflux_system_membrane_protein_CusB/SilB
K07799	putative_multidrug_efflux_transporter_MdtA
K07800	AgrD_protein
K07801	hypothetical_protein_PagK
K07802	trp_operon_leader_peptide
K07803	zinc_resistance-associated_protein
K07804	putatice_virulence_related_protein_PagC
K07805	putative_membrane_protein_PagD
K07806	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate_aminotransferase_[EC:2.6.1.87]
K07807	hypothetical_protein_NreA
K07808	[heparan_sulfate]-glucosamine_3-sulfotransferase_2_[EC:2.8.2.29]
K07809	[heparan_sulfate]-glucosamine_3-sulfotransferase_3_[EC:2.8.2.30]
K07810	Cu(I)/Ag(I)_efflux_system_periplasmic_protein_CusF
K07811	trimethylamine-N-oxide_reductase_(cytochrome_c)_1_[EC:1.7.2.3]
K07812	trimethylamine-N-oxide_reductase_(cytochrome_c)_2_[EC:1.7.2.3]
K07813	accessory_gene_regulator_B
K07814	putative_two-component_system_response_regulator
K07816	putative_GTP_pyrophosphokinase_[EC:2.7.6.5]
K07817	receptor-type_tyrosine-protein_phosphatase_N_[EC:3.1.3.48]
K07818	perforin_1
K07819	beta-1,3-galactosyltransferase_1_[EC:2.4.1.-]
K07820	beta-1,3-galactosyltransferase_2_[EC:2.4.1.-]
K07821	trimethylamine-N-oxide_reductase_(cytochrome_c)_2,_cytochrome_c-type_subunit_TorY
K07822	archaeal_flagellar_protein_FlaC
K07823	3-oxoadipyl-CoA_thiolase_[EC:2.3.1.174]
K07824	benzoate_4-monooxygenase_[EC:1.14.13.12]
K07825	guanine_nucleotide-binding_protein_G(I)/G(S)/G(T)_subunit_beta-3
K07826	guanine_nucleotide-binding_protein_G(I)/G(S)/G(O)_subunit_gamma-2
K07827	GTPase_KRas
K07828	GTPase_NRas
K07829	Ras-related_protein_R-Ras
K07830	Ras-related_protein_R-Ras2
K07831	Ras-related_protein_M-Ras
K07832	Ras-like_without_CAAX_1
K07833	Ras-like_without_CAAX_2
K07834	Ras-related_protein_Ral-A
K07835	Ras-related_protein_Ral-B
K07836	Ras-related_protein_Rap-1B
K07837	Ras-related_protein_Rap-2A
K07838	Ras-related_protein_Rap-2B
K07839	Ras-related_protein_Rap-2C
K07840	DIRAS_family,_GTP-binding_Ras-like_1
K07841	DIRAS_family,_GTP-binding_Ras-like_2
K07842	DIRAS_family,_GTP-binding_Ras-like_3
K07843	RAS,_dexamethasone-induced_Ras-related_protein_1
K07844	RASD_family,_member_2
K07845	Ras-related_associated_with_diabetes
K07846	GTP_binding_protein_overexpressed_in_skeletal_muscle
K07847	Rad_and_Gem_related_GTP_binding_protein_1
K07848	Rad_and_Gem_related_GTP_binding_protein_2
K07849	Ras_homolog_enriched_in_brain_like_1
K07850	Ras-like_protein_family_member_10A
K07851	Ras-like_protein_family_member_10B
K07852	Ras-like_protein_family_member_11A
K07853	Ras-like_protein_family_member_11B
K07854	Ras-like_protein_family_member_12
K07855	Ras-related_and_estrogen-regulated_growth_inhibitor
K07856	Ras_homolog_gene_family,_member_B
K07857	Ras_homolog_gene_family,_member_C
K07858	Rho_family_GTPase_2
K07859	Rho_family_GTPase_3
K07860	Ras-related_C3_botulinum_toxin_substrate_2
K07861	Ras-related_C3_botulinum_toxin_substrate_3
K07862	serine/threonine_transporter
K07863	Ras_homolog_gene_family,_member_G
K07864	Ras_homolog_gene_family,_member_J
K07865	Ras_homolog_gene_family,_member_U
K07866	Ras_homolog_gene_family,_member_V
K07868	Rho-related_BTB_domain-containing_protein_1/2
K07869	Rho-related_BTB_domain-containing_protein_3
K07870	Ras_homolog_gene_family,_member_T1
K07871	Ras_homolog_gene_family,_member_T2
K07872	Ras_homolog_gene_family,_member_F
K07873	Ras_homolog_gene_family,_member_H
K07874	Ras-related_protein_Rab-1A
K07875	Ras-related_protein_Rab-1B
K07876	Ras-related_protein_Rab-35
K07877	Ras-related_protein_Rab-2A
K07878	Ras-related_protein_Rab-2B
K07879	Ras-related_protein_Rab-4A
K07880	Ras-related_protein_Rab-4B
K07881	Ras-related_protein_Rab-14
K07882	Ras-related_protein_Rab-3A
K07883	Ras-related_protein_Rab-3C
K07884	Ras-related_protein_Rab-3D
K07885	Ras-related_protein_Rab-27A
K07886	Ras-related_protein_Rab-27B
K07887	Ras-related_protein_Rab-5A
K07888	Ras-related_protein_Rab-5B
K07889	Ras-related_protein_Rab-5C
K07890	Ras-related_protein_Rab-21
K07891	Ras-related_protein_Rab-22
K07893	Ras-related_protein_Rab-6A
K07894	Ras-related_protein_Rab-6B
K07895	Ras-related_protein_Rab-6C
K07896	Ras-related_protein_Rab-41
K07897	Ras-related_protein_Rab-7A
K07898	Ras-related_protein_Rab-7B
K07899	Ras-related_protein_Rab-9A
K07900	Ras-related_protein_Rab-9B
K07901	Ras-related_protein_Rab-8A
K07902	Ras-related_protein_Rab-8B
K07903	Ras-related_protein_Rab-10
K07904	Ras-related_protein_Rab-11A
K07905	Ras-related_protein_Rab-11B
K07906	Ras-related_protein_Rab-25
K07907	Ras-related_protein_Rab-12
K07908	Ras-related_protein_Rab-15
K07909	Ras-related_protein_Rab-17
K07910	Ras-related_protein_Rab-18
K07911	Ras-related_protein_Rab-20
K07912	Ras-related_protein_Rab-24
K07913	Ras-related_protein_Rab-26
K07914	Ras-related_protein_Rab-37
K07915	Ras-related_protein_Rab-28
K07916	Ras-related_protein_Rab-7L1
K07917	Ras-related_protein_Rab-30
K07918	Ras-related_protein_Rab-32
K07919	Ras-related_protein_Rab-33A
K07920	Ras-related_protein_Rab-33B
K07921	Ras-related_protein_Rab-34
K07922	Ras-related_protein_Rab-36
K07923	Ras-related_protein_Rab-38
K07924	Ras-related_protein_Rab-39A
K07925	Ras-related_protein_Rab-39B
K07928	Ras-related_protein_Rab-40
K07929	Ras-related_protein_Rab-42
K07930	Ras-related_protein_Rab-43
K07931	Rab-like_protein_2
K07933	Rab-like_protein_3
K07934	intraflagellar_transport_protein_27_homolog
K07935	Rab-like_protein_5
K07936	GTP-binding_nuclear_protein_Ran
K07937	ADP-ribosylation_factor_1
K07938	ADP-ribosylation_factor_3
K07939	ADP-ribosylation_factor_4
K07940	ADP-ribosylation_factor_5
K07941	ADP-ribosylation_factor_6
K07942	ADP-ribosylation_factor-like_protein_1
K07943	ADP-ribosylation_factor-like_protein_2
K07944	ADP-ribosylation_factor-like_protein_3
K07945	ADP-ribosylation_factor-like_protein_4
K07949	ADP-ribosylation_factor-like_protein_5A
K07950	ADP-ribosylation_factor-like_protein_5B
K07951	ADP-ribosylation_factor-like_protein_6
K07952	ADP-ribosylation_factor_related_protein_1
K07953	GTP-binding_protein_SAR1_[EC:3.6.5.-]
K07955	ADP-ribosylation_factor-like_protein_8
K07957	ADP-ribosylation_factor-like_protein_9
K07958	ADP-ribosylation_factor-like_protein_10
K07959	ADP-ribosylation_factor-like_protein_11
K07960	ADP-ribosylation_factor-like_protein_12
K07961	ADP-ribosylation_factor-like_protein_13
K07962	ADP-ribosylation_factor-like_protein_13B
K07963	tripartite_motif-containing_protein_23_[EC:6.3.2.19]
K07964	heparanase_1_[EC:3.2.1.166]
K07965	heparanase_2_[EC:3.2.1.-]
K07966	beta-1,4-galactosyltransferase_1_[EC:2.4.1.22_2.4.1.90_2.4.1.38_2.4.1.-]
K07967	beta-1,4-galactosyltransferase_2_[EC:2.4.1.22_2.4.1.90_2.4.1.38_2.4.1.-]
K07968	beta-1,4-galactosyltransferase_3_[EC:2.4.1.90_2.4.1.38_2.4.1.-]
K07969	beta-1,4-galactosyltransferase_4_[EC:2.4.1.90_2.4.1.-]
K07970	beta-1,3-N-acetylglucosaminyltransferase_3_[EC:2.4.1.-]
K07971	beta-1,3-N-acetylglucosaminyltransferase_4_[EC:2.4.1.-]
K07972	guanine_nucleotide-binding_protein_subunit_beta,_other
K07973	guanine_nucleotide-binding_protein_subunit_gamma,_other
K07975	Rho_family,_other
K07976	Rab_family,_other
K07977	Arf/Sar_family,_other
K07978	GntR_family_transcriptional_regulator
K07979	GntR_family_transcriptional_regulator
K07980	killer_cell_immunoglobulin-like_receptor_3DL
K07981	killer_cell_immunoglobulin-like_receptor_2DL
K07982	killer_cell_immunoglobulin-like_receptor_2DS
K07983	Fc_receptor,_IgE,_high_affinity_I,_gamma_polypeptide
K07984	SH3-domain_binding_protein_2
K07985	MHC_class_I-related_protein
K07986	UL16_binding_protein
K07987	retinoic_acid_early_transcript_1
K07988	hematopoietic_cell_signal_transducer
K07989	EWS/FLI1_activated_transcript_2
K07990	SH2_domain_protein_1A
K07991	archaeal_preflagellin_peptidase_FlaK_[EC:3.4.23.52]
K07992	TYRO_protein_tyrosine_kinase_binding_protein
K07993	matrix_metalloproteinase-11_(stromelysin_3)_[EC:3.4.24.-]
K07994	matrix_metalloproteinase-13_(collagenase_3)_[EC:3.4.24.-]
K07995	matrix_metalloproteinase-15_(membrane-inserted)_[EC:3.4.24.-]
K07996	matrix_metalloproteinase-16_(membrane-inserted)_[EC:3.4.24.-]
K07997	matrix_metalloproteinase-17_(membrane-inserted)_[EC:3.4.24.-]
K07998	matrix_metalloproteinase-19_(RASI)_[EC:3.4.24.-]
K07999	matrix_metalloproteinase-20_(enamelysin)_[EC:3.4.24.-]
K08000	matrix_metalloproteinase-21_[EC:3.4.24.-]
K08001	matrix_metalloproteinase-23_(CA-MMP)_[EC:3.4.24.-]
K08002	matrix_metalloproteinase-24_(membrane-inserted)_[EC:3.4.24.-]
K08003	matrix_metalloproteinase-25_(membrane-inserted)_[EC:3.4.24.-]
K08004	matrix_metalloproteinase-26_(matrilysin-2,_endometase)_[EC:3.4.24.-]
K08005	matrix_metalloproteinase-27_[EC:3.4.24.-]
K08006	matrix_metalloproteinase-28_(epilysin)_[EC:3.4.24.-]
K08007	villin_2_(ezrin)
K08008	NADPH_oxidase
K08009	cytochrome_b-245,_alpha_polypeptide
K08010	neutrophil_cytosolic_factor_2
K08011	neutrophil_cytosolic_factor_1
K08012	neutrophil_cytosolic_factor_4
K08013	signal-induced_proliferation-associated_gene_1
K08014	Rap_guanine_nucleotide_exchange_factor_3
K08015	Ras_association_domain-containing_protein_5
K08016	tyrosine-protein_kinase_TXK_[EC:2.7.10.2]
K08017	advillin
K08018	Rap_guanine_nucleotide_exchange_factor_2
K08019	Rap_guanine_nucleotide_exchange_factor_5
K08020	Rap_guanine_nucleotide_exchange_factor_6
K08021	arachidonate_12-lipoxygenase_(R-type)_[EC:1.13.11.-]
K08022	arachidonate_15-lipoxygenase_(second_type)_/_8-lipoxygenase_(S-type)_[EC:1.13.11.33_1.13.11.-]
K08023	latent_transforming_growth_factor_beta_binding_protein
K08024	homeobox_protein_HEX
K08025	homeobox_protein_HB9
K08026	one_cut_domain,_family_member_1,_hepatocyte_nuclear_factor_6
K08027	nuclear_receptor_subfamily_5_group_A_member_2
K08028	neurogenin_3
K08029	homeobox_protein_Nkx-2.2
K08030	homeobox_protein_Nkx-6.1
K08031	paired_box_protein_6
K08032	paired_box_protein_4
K08033	neurogenic_differentiation_factor_1
K08034	transcription_factor_2,_hepatocyte_nuclear_factor_1-beta
K08035	forkhead_box_protein_A2,_hepatocyte_nuclear_factor_3-beta
K08036	transcription_factor_1,_hepatocyte_nuclear_factor_1-alpha
K08037	hepatocyte_nuclear_factor_4-gamma
K08038	forkhead_box_protein_A3,_hepatocyte_nuclear_factor_3-gamma
K08039	islet_amyloid_polypeptide
K08040	class_B_basic_helix-loop-helix_protein_8
K08041	adenylate_cyclase_1_[EC:4.6.1.1]
K08042	adenylate_cyclase_2_[EC:4.6.1.1]
K08043	adenylate_cyclase_3_[EC:4.6.1.1]
K08044	adenylate_cyclase_4_[EC:4.6.1.1]
K08045	adenylate_cyclase_5_[EC:4.6.1.1]
K08046	adenylate_cyclase_6_[EC:4.6.1.1]
K08047	adenylate_cyclase_7_[EC:4.6.1.1]
K08048	adenylate_cyclase_8_[EC:4.6.1.1]
K08049	adenylate_cyclase_9_[EC:4.6.1.1]
K08050	protein_phosphatase_1_regulatory_subunit_1A
K08051	pleckstrin_homology_domain_containing,_family_A_(phosphoinositide_binding_specific)_member_8
K08052	neurofibromin_1
K08053	Ras_GTPase-activating_protein_2
K08054	calnexin
K08055	beta-2-microglobulin
K08056	protein_disulfide_isomerase_family_A,_member_3_[EC:5.3.4.1]
K08057	calreticulin
K08058	TAP_binding_protein_(tapasin)
K08059	interferon,_gamma-inducible_protein_30
K08060	class_II,_major_histocompatibility_complex,_transactivator
K08061	regulatory_factor_X_5
K08062	regulatory_factor_X-associated_ankyrin-containing_protein
K08063	regulatory_factor_X-associated_protein
K08064	nuclear_transcription_factor_Y,_alpha
K08065	nuclear_transcription_Y_subunit_beta
K08066	nuclear_transcription_factor_Y,_gamma
K08067	protein_phosphatase_1_regulatory_subunit_17
K08068	N-acetylglucosamine-6-phosphate_2-epimerase_and_phosphatase_[EC:5.1.3.-]
K08069	pantetheine_hydrolase_[EC:3.5.1.92]
K08070	2-alkenal_reductase_[EC:1.3.1.74]
K08071	ribosyldihydronicotinamide_dehydrogenase_(quinone)_[EC:1.10.99.2]
K08073	bifunctional_polynucleotide_phosphatase/kinase_[EC:3.1.3.32_2.7.1.78]
K08074	ADP-dependent_glucokinase_[EC:2.7.1.147]
K08075	polynucleotide_3'-phosphatase_[EC:3.1.3.32]
K08076	astacin_[EC:3.4.24.21]
K08077	UDP-sugar_diphosphatase_[EC:3.6.1.45]
K08078	3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA_hydratase_[EC:4.2.1.107]
K08080	CMP-N-acetylneuraminate_monooxygenase_[EC:1.14.18.2]
K08081	tropine_dehydrogenase_[EC:1.1.1.206]
K08082	two-component_system,_LytT_family,_sensor_histidine_kinase_AlgZ_[EC:2.7.13.3]
K08083	two-component_system,_LytT_family,_response_regulator_AlgR
K08084	type_IV_fimbrial_biogenesis_protein_FimT
K08085	type_IV_fimbrial_biogenesis_protein_FimU
K08086	pilus_assembly_protein_FimV
K08087	fimbrial_protein_FimW
K08088	fimbrial_protein_FimY
K08089	Fc_receptor,_IgE,_high_affinity_I,_alpha_polypeptide
K08090	membrane-spanning_4-domains,_subfamily_A,_member_2
K08091	growth_factor_receptor_bound_protein_2-associated_protein_2
K08092	3-dehydro-L-gulonate_2-dehydrogenase_[EC:1.1.1.130]
K08093	3-hexulose-6-phosphate_synthase_[EC:4.1.2.43]
K08094	6-phospho-3-hexuloisomerase_[EC:5.3.1.27]
K08095	cutinase_[EC:3.1.1.74]
K08096	GTP_cyclohydrolase_IIa_[EC:3.5.4.29]
K08097	phosphosulfolactate_synthase_[EC:4.4.1.19]
K08098	phosphatidylinositol_glycan,_class_Z_[EC:2.4.1.-]
K08099	chlorophyllase_[EC:3.1.1.14]
K08100	bilirubin_oxidase_[EC:1.3.3.5]
K08101	phytochromobilin:ferredoxin_oxidoreductase_[EC:1.3.7.4]
K08102	heparan_sulfate_6-O-sulfotransferase_HS6ST2_[EC:2.8.2.-]
K08103	heparan_sulfate_6-O-sulfotransferase_HS6ST3_[EC:2.8.2.-]
K08104	[heparan_sulfate]-glucosamine_3-sulfotransferase_5_[EC:2.8.2.23]
K08105	dermatan_4-sulfotransferase_1_[EC:2.8.2.35]
K08106	N-acetylgalactosamine_4-sulfate_6-O-sulfotransferase_[EC:2.8.2.33]
K08107	glypican_1
K08108	glypican_2_(cerebroglycan)
K08109	glypican_3_(OCI-5)
K08110	glypican_4_(K-glypican)
K08111	glypican_5
K08112	glypican_6
K08114	receptor-type_tyrosine-protein_phosphatase_zeta_[EC:3.1.3.48]
K08115	chondroitin_sulfate_proteoglycan_4
K08116	chondroitin_sulfate_proteoglycan_5
K08117	amyloid_beta_(A4)_precursor-like_protein_2
K08118	biglycan
K08119	extracellular_matrix_protein_2
K08120	asporin
K08121	fibromodulin
K08122	lumican
K08123	keratocan
K08124	osteomodulin
K08125	proline_arginine-rich_end_leucine-rich_repeat_protein
K08126	osteoglycin_(osteoinductive_factor,_mimecan)
K08127	dermatan_sulfate_proteoglycan_3_(PG-Lb)
K08128	opticin
K08129	nyctalopin
K08130	tsukushi_(leucine-rich_repeat-containing_protein_54)
K08131	collagen,_type_IX,_alpha
K08132	collagen,_type_XII,_alpha
K08133	collagen,_type_XIV,_alpha
K08134	leucine_proline-enriched_proteoglycan_(leprecan)
K08135	collagen,_type_XV,_alpha
K08136	sparc/osteonectin,_cwcv_and_kazal-like_domains_proteoglycan_(testican)
K08137	MFS_transporter,_SP_family,_galactose:H+_symporter
K08138	MFS_transporter,_SP_family,_xylose:H+_symportor
K08139	MFS_transporter,_SP_family,_sugar:H+_symporter
K08141	MFS_transporter,_SP_family,_general_alpha_glucoside:H+_symporter
K08142	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose_transporter),_member_3
K08143	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose/fructose_transporter),_member_5
K08144	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose_transporter),_member_6
K08145	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose_transporter),_member_8
K08146	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose_transporter),_member_9
K08147	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose_transporter),_member_10
K08148	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose_transporter),_member_11
K08149	MFS_transporter,_SP_family,_solute_carrier_family_2_(facilitated_glucose_transporter),_member_12
K08150	MFS_transporter,_SP_family,_solute_carrier_family_2_(myo-inositol_transporter),_member_13
K08151	MFS_transporter,_DHA1_family,_tetracycline_resistance_protein
K08152	MFS_transporter,_DHA1_family,_multidrug_resistance_protein_B
K08153	MFS_transporter,_DHA1_family,_multidrug_resistance_protein
K08154	MFS_transporter,_DHA1_family,_2-module_integral_membrane_pump_EmrD
K08155	MFS_transporter,_DHA1_family,_solute_carrier_family_18_(vesicular_amine_transporter),_member_1/2
K08156	MFS_transporter,_DHA1_family,_arabinose_polymer_transporter
K08157	MFS_transporter,_DHA1_family,_multidrug_resistance_protein
K08158	MFS_transporter,_DHA1_family,_multidrug_resistance_protein
K08159	MFS_transporter,_DHA1_family,_L-arabinose/isopropyl-beta-D-thiogalactopyranoside_export_protein
K08160	MFS_transporter,_DHA1_family,_multidrug/chloramphenicol_efflux_transport_protein
