KO	cefoperazone-pretreated	clindamycin-pretreated	streptomycin-pretreated	ex-germfree	gene_name	CD630_genes	pathways	enzymatic_reactions	chemical_formulas
K03930	1	1	1	0	putative_tributyrin_esterase_[EC:3.1.1.-]	cdf:CD630_22040	NA	NA	NA
K03976	2	0	1	0	putative_transcription_regulator	cdf:CD630_10020	NA	NA	NA
K03977	9	8	11	12	GTP-binding_protein	cdf:CD630_26320	NA	NA	NA
K03978	17	10	9	6	GTP-binding_protein	cdf:CD630_33000	NA	NA	NA
K03979	9	6	3	6	GTP-binding_protein	cdf:CD630_11640	NA	NA	NA
K03980	8	4	2	0	virulence_factor	cdf:CD630_27810	Peptidoglycan_biosynthesis	NA	NA
K04019	6	0	4	4	ethanolamine_utilization_protein_EutA	cdf:CD630_19120	Glycerophospholipid_metabolism	R00749	C00189<=>C00084
K04023	4	0	1	5	ethanolamine_transporter	cdf:CD630_19240	NA	NA	NA
K04026	7	0	4	7	ethanolamine_utilization_protein_EutL	cdf:CD630_19150	NA	NA	NA
K04027	6	0	3	9	ethanolamine_utilization_protein_EutM	cdf:CD630_19180	NA	NA	NA
K04028	4	0	1	3	ethanolamine_utilization_protein_EutN	cdf:CD630_19220	NA	NA	NA
K04029	5	4	10	3	ethanolamine_utilization_protein_EutP	cdf:CD630_19090	NA	NA	NA
K04030	4	0	1	6	ethanolamine_utilization_protein_EutQ	cdf:CD630_19250	NA	NA	NA
K04031	6	0	8	4	ethanolamine_utilization_protein_EutS	cdf:CD630_19080	NA	NA	NA
K04032	4	0	1	4	ethanolamine_utilization_cobalamin_adenosyltransferase_[EC:2.5.1.17]	cdf:CD630_19190	Porphyrin_and_chlorophyll_metabolism	R01492	C00853=>C00194
K04041	14	12	7	1	fructose-1,6-bisphosphatase_III_[EC:3.1.3.11]	cdf:CD630_11910	Glycolysis_/_Gluconeogenesis,Pentose_phosphate_pathway,Fructose_and_mannose_metabolism,Methane_metabolism,Carbon_fixation_in_photosynthetic_organisms,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R00762,R04780	C00354=>C00085,C00085<=>C00354,C00354<=>C00085,C05378=>C05345,C05345<=>C05378
K04042	22	20	19	3	bifunctional_UDP-N-acetylglucosamine_pyrophosphorylase_/_Glucosamine-1-phosphate_N-acetyltransferase_[EC:2.7.7.23_2.3.1.157]	cdf:CD630_35150	Amino_sugar_and_nucleotide_sugar_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R00416,R05332	C04501=>C00043,C00043<=>C04501,C04501<=>C00043,C06156=>C04501,C04501<=>C06156
K04043	27	30	21	171	molecular_chaperone_DnaK	cdf:CD630_24610	RNA_degradation,Tuberculosis	NA	NA
K04066	4	3	2	1	primosomal_protein_N'_(replication_factor_Y)_(superfamily_II_helicase)_[EC:3.6.4.-]	cdf:CD630_25860	Homologous_recombination	NA	NA
K04068	26	20	22	1	anaerobic_ribonucleoside-triphosphate_reductase_activating_protein_[EC:1.97.1.4]	cdf:CD630_01090	NA	NA	NA
K04069	72	43	28	2	pyruvate_formate_lyase_activating_enzyme_[EC:1.97.1.4]	cdf:CD630_01550,cdf:CD630_07580,cdf:CD630_32830	NA	NA	NA
K04072	288	40	374	15	acetaldehyde_dehydrogenase_/_alcohol_dehydrogenase_[EC:1.2.1.10_1.1.1.1]	cdf:CD630_03340,cdf:CD630_29660	Glycolysis_/_Gluconeogenesis,Fatty_acid_degradation,Tyrosine_metabolism,Benzoate_degradation,Pyruvate_metabolism,Dioxin_degradation,Xylene_degradation,Chloroalkane_and_chloroalkene_degradation,Naphthalene_degradation,Butanoate_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Microbial_metabolism_in_diverse_environments,Degradation_of_aromatic_compounds	R00228,R00623,R00754,R01172,R04880,R05233,R05234,R06917,R06927	C00084<=>C00024,C00084=>C00024,C00226<=>C00071,C00469<=>C00084,C01412=>C00136,C05576<=>C05577,C05577<=>C05576,C06611=>C06613,C06613<=>C06611,C06611<=>C06613,C06612=>C16348,C16348<=>C06612,C06612<=>C16348,C14089=>C14090,C14089<=>C14090,C02909=>C14099,C02909<=>C14099
K04074	28	28	33	3	cell_division_initiation_protein	cdf:CD630_26190	NA	NA	NA
K04075	14	9	15	3	tRNA(Ile)-lysidine_synthase_[EC:6.3.4.19]	cdf:CD630_35600	NA	NA	NA
K04077	30	38	30	172	chaperonin_GroEL	cdf:CD630_01940	RNA_degradation,Type_I_diabetes_mellitus,Legionellosis,Tuberculosis	NA	NA
K04078	10	13	11	14	chaperonin_GroES	cdf:CD630_01930	NA	NA	NA
K04079	30	25	22	9	molecular_chaperone_HtpG	cdf:CD630_02730	Protein_processing_in_endoplasmic_reticulum,PI3K-Akt_signaling_pathway,Antigen_processing_and_presentation,NOD-like_receptor_signaling_pathway,Plant-pathogen_interaction,Progesterone-mediated_oocyte_maturation,Estrogen_signaling_pathway,Pathways_in_cancer,Prostate_cancer	NA	NA
K04083	4	4	3	1	molecular_chaperone_Hsp33	cdf:CD630_32190	NA	NA	NA
K04096	3	2	2	0	DNA_processing_protein	cdf:CD630_12730	NA	NA	NA
K04477	4	4	5	0	putative_hydrolase	cdf:CD630_02820,cdf:CD630_09870	NA	NA	NA
K04485	11	10	11	3	DNA_repair_protein_RadA/Sms	cdf:CD630_00270	NA	NA	NA
K04486	6	3	3	1	histidinol-phosphatase_(PHP_family)_[EC:3.1.3.15]	cdf:CD630_07370,cdf:CD630_10690	Histidine_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Biosynthesis_of_amino_acids	R03013	C01100=>C00860,C01100<=>C00860
K04487	26	15	21	5	cysteine_desulfurase_[EC:2.8.1.7]	cdf:CD630_07530,cdf:CD630_12790	Thiamine_metabolism,Sulfur_relay_system	R07460	C15811+C00097=>C15812
K04488	24	19	17	3	nitrogen_fixation_protein_NifU_and_related_proteins	cdf:CD630_12800	NA	NA	NA
K04517	3	0	1	1	prephenate_dehydrogenase_[EC:1.3.1.12]	cdf:CD630_18390	Phenylalanine,_tyrosine_and_tryptophan_biosynthesis,Novobiocin_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Biosynthesis_of_amino_acids	R01728	C00254<=>C01179,C00254=>C01179,C01179<=>C00254
K04562	16	19	5	3	flagellar_biosynthesis_protein_FlhG	cdf:CD630_02650	NA	NA	NA
K04564	0	7	4	0	superoxide_dismutase,_Fe-Mn_family_[EC:1.15.1.1]	cdf:CD630_16310	Peroxisome,Huntington's_disease	NA	NA
K04567	36	30	26	42	lysyl-tRNA_synthetase,_class_II_[EC:6.1.1.6]	cdf:CD630_35520	Aminoacyl-tRNA_biosynthesis	R03658	C00047=>C01931
K04720	6	5	4	0	threonine-phosphate_decarboxylase_[EC:4.1.1.81]	cdf:CD630_26920,cdf:CD630_34320	Porphyrin_and_chlorophyll_metabolism	R06530	C12147=>C04122
K04749	4	5	7	5	anti-sigma_B_factor_antagonist	cdf:CD630_00090	NA	NA	NA
K04757	4	6	9	5	anti-sigma_B_factor_[EC:2.7.11.1]	cdf:CD630_00100	NA	NA	NA
K04758	10	49	16	0	ferrous_iron_transport_protein_A	cdf:CD630_14770,cdf:CD630_14780,cdf:CD630_15180,cdf:CD630_17451,cdf:CD630_32730	NA	NA	NA
K04759	12	94	21	3	ferrous_iron_transport_protein_B	cdf:CD630_14790,cdf:CD630_15170,cdf:CD630_32740	NA	NA	NA
K04763	9	8	11	1	integrase/recombinase_XerD	cdf:CD630_12220	NA	NA	NA
K04769	0	19	23	4	AbrB_family_transcriptional_regulator,_stage_V_sporulation_protein_T	cdf:CD630_34990	NA	NA	NA
K05311	114	29	21	19	central_glycolytic_genes_regulator	cdf:CD630_31750	NA	NA	NA
K05337	33	24	42	3	ferredoxin	cdf:CD630_36051	NA	NA	NA
K05340	0	0	1	0	glucose_uptake_protein	cdf:CD630_30170	NA	NA	NA
K05515	17	12	7	1	penicillin-binding_protein_2	cdf:CD630_11480	Peptidoglycan_biosynthesis	NA	NA
K05540	4	1	2	0	tRNA-dihydrouridine_synthase_B_[EC:1.-.-.-]	cdf:CD630_35540	NA	NA	NA
K05592	32	18	10	13	ATP-dependent_RNA_helicase_DeaD_[EC:3.6.4.13]	cdf:CD630_07610	RNA_degradation	NA	NA
K05601	6	4	0	0	hydroxylamine_reductase_[EC:1.7.99.1]	cdf:CD630_21680	Nitrogen_metabolism	R00143	C00192=>C00014
K05780	0	0	0	0	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnL_[EC:2.7.8.37]	cdf:CD630_35330	Phosphonate_and_phosphinate_metabolism	R10185	C20396=>C20422
K05781	0	0	0	0	putative_phosphonate_transport_system_ATP-binding_protein	cdf:CD630_35340	NA	NA	NA
K05792	8	6	14	0	tellurite_resistance_protein_TerA	cdf:CD630_16520	NA	NA	NA
K05795	44	49	67	6	tellurium_resistance_protein_TerD	cdf:CD630_16340,cdf:CD630_16350,cdf:CD630_17990	NA	NA	NA
K05796	21	27	30	0	electron_transport_protein_HydN	cdf:CD630_33130,cdf:CD630_33150	NA	NA	NA
K05799	4	4	5	0	GntR_family_transcriptional_regulator,_transcriptional_repressor_for_pyruvate_dehydrogenase_complex	cdf:CD630_11690	NA	NA	NA
K05808	30	29	113	2	putative_sigma-54_modulation_protein	cdf:CD630_24440	NA	NA	NA
K05810	3	7	9	0	conserved_hypothetical_protein	cdf:CD630_26390	NA	NA	NA
K05813	0	0	0	0	sn-glycerol_3-phosphate_transport_system_substrate-binding_protein	cdf:CD630_34140	ABC_transporters	NA	NA
K05814	0	0	0	0	sn-glycerol_3-phosphate_transport_system_permease_protein	cdf:CD630_34160	ABC_transporters	NA	NA
K05815	0	0	0	0	sn-glycerol_3-phosphate_transport_system_permease_protein	cdf:CD630_34150	ABC_transporters	NA	NA
K05816	0	0	0	0	sn-glycerol_3-phosphate_transport_system_ATP-binding_protein_[EC:3.6.3.20]	cdf:CD630_34170	ABC_transporters	NA	NA
K05823	9	12	25	0	N-acetyldiaminopimelate_deacetylase_[EC:3.5.1.47]	cdf:CD630_32210	Lysine_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Biosynthesis_of_amino_acids	R02733	C04390<=>C00666,C04390=>C00666
K05832	42	0	3	11	putative_ABC_transport_system_permease_protein	cdf:CD630_08750,cdf:CD630_08780	NA	NA	NA
K05833	53	0	2	18	putative_ABC_transport_system_ATP-binding_protein	cdf:CD630_08740,cdf:CD630_08770	NA	NA	NA
K05837	24	29	34	1	rod_shape_determining_protein_RodA	cdf:CD630_11520	NA	NA	NA
K05845	13	7	3	0	osmoprotectant_transport_system_substrate-binding_protein	cdf:CD630_09010,cdf:CD630_32160	ABC_transporters	NA	NA
K05847	13	6	2	0	osmoprotectant_transport_system_ATP-binding_protein	cdf:CD630_09000	ABC_transporters	NA	NA
K05895	5	4	1	1	precorrin-6X_reductase_[EC:1.3.1.54]	cdf:CD630_34230	Porphyrin_and_chlorophyll_metabolism,Metabolic_pathways	R05150,R05812	C06320=>C06319,C06319<=>C06320,C11542=>C11543,C11542<=>C11543
K05896	6	4	4	0	segregation_and_condensation_protein_A	cdf:CD630_12950	NA	NA	NA
K05934	6	6	2	1	precorrin-3B_C17-methyltransferase_[EC:2.1.1.131]	cdf:CD630_34240	Porphyrin_and_chlorophyll_metabolism,Metabolic_pathways	R05180,R05809	C06406=>C06407,C06406<=>C06407,C11539=>C11540,C11539<=>C11540
K05936	7	5	3	3	precorrin-4/cobalt-precorrin-4_C11-methyltransferase_[EC:2.1.1.133_2.1.1.271]	cdf:CD630_34260	Porphyrin_and_chlorophyll_metabolism,Metabolic_pathways	R05181,R05810	C06407=>C06416,C06407<=>C06416,C11540=>C16242,C11540<=>C16242
K05967	10	8	9	1	hypothetical_protein	cdf:CD630_03500	NA	NA	NA
K05985	5	3	2	5	ribonuclease_M5_[EC:3.1.26.8]	cdf:CD630_35240	NA	NA	NA
K06012	0	4	6	0	spore_protease_[EC:3.4.24.78]	cdf:CD630_24700	NA	NA	NA
K06015	4	5	5	0	N-acyl-D-amino-acid_deacylase_[EC:3.5.1.81]	cdf:CD630_31820	NA	NA	NA
K06023	4	3	5	0	HPr_kinase/phosphorylase_[EC:2.7.11.-_2.7.4.-]	cdf:CD630_34090	NA	NA	NA
K06024	10	6	5	1	segregation_and_condensation_protein_B	cdf:CD630_12960	NA	NA	NA
K06042	6	4	3	3	precorrin-8X_methylmutase_[EC:5.4.1.2]	cdf:CD630_34300	Porphyrin_and_chlorophyll_metabolism,Metabolic_pathways	R05177,R05814	C06408=>C06399,C06408<=>C06399,C11545=>C05773,C11545<=>C05773
K06131	11	11	10	2	cardiolipin_synthase_[EC:2.7.8.-]	cdf:CD630_01920,cdf:CD630_34040	Glycerophospholipid_metabolism,Metabolic_pathways	R02030,R07390	C00344+C00269=>C05980,C00344+C00269<=>C05980,C00344=>C05980,C00344<=>C05980
K06147	37	13	11	6	ATP-binding_cassette,_subfamily_B,_bacterial	cdf:CD630_04330,cdf:CD630_10170,cdf:CD630_10840,cdf:CD630_22100,cdf:CD630_22110,cdf:CD630_28170	NA	NA	NA
K06153	15	10	8	1	undecaprenyl-diphosphatase_[EC:3.6.1.27]	cdf:CD630_13320,cdf:CD630_29860	Peptidoglycan_biosynthesis	R05627	C04574=>C00009+C17556
K06158	4	3	2	1	ATP-binding_cassette,_subfamily_F,_member_3	cdf:CD630_01700	NA	NA	NA
K06162	0	0	0	0	alpha-D-ribose_1-methylphosphonate_5-triphosphate_diphosphatase_[EC:3.6.1.63]	cdf:CD630_35320	Phosphonate_and_phosphinate_metabolism	R10186	C20422=>C20423
K06163	0	0	0	0	alpha-D-ribose_1-methylphosphonate_5-phosphate_C-P_lyase_[EC:4.7.1.1]	cdf:CD630_35350	Phosphonate_and_phosphinate_metabolism	R10204	C20423=>C20440
K06164	0	0	0	0	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnI_[EC:2.7.8.37]	cdf:CD630_35360	Phosphonate_and_phosphinate_metabolism	R10185	C20396=>C20422
K06165	0	0	0	0	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnH_[EC:2.7.8.37]	cdf:CD630_35370	Phosphonate_and_phosphinate_metabolism	R10185	C20396=>C20422
K06166	0	0	0	0	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnG_[EC:2.7.8.37]	cdf:CD630_35380	Phosphonate_and_phosphinate_metabolism	R10185	C20396=>C20422
K06167	4	4	6	0	phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_[EC:3.1.4.55]	cdf:CD630_06920	Phosphonate_and_phosphinate_metabolism	R10205	C20440=>C01151
K06168	5	3	1	11	bifunctional_enzyme_involved_in_thiolation_and_methylation_of_tRNA	cdf:CD630_19860	NA	NA	NA
K06173	17	9	6	1	tRNA_pseudouridine38-40_synthase_[EC:5.4.99.12]	cdf:CD630_01030,cdf:CD630_17840	NA	NA	NA
K06178	2	1	1	0	23S_rRNA_pseudouridine2605_synthase_[EC:5.4.99.22]	cdf:CD630_20500	NA	NA	NA
K06180	11	10	5	5	23S_rRNA_pseudouridine1911/1915/1917_synthase_[EC:5.4.99.23]	cdf:CD630_10600,cdf:CD630_25960,cdf:CD630_35820	NA	NA	NA
K06183	3	3	2	2	16S_rRNA_pseudouridine516_synthase_[EC:5.4.99.19]	cdf:CD630_04050	NA	NA	NA
K06187	26	25	16	9	recombination_protein_RecR	cdf:CD630_00180	Homologous_recombination	NA	NA
K06193	5	8	5	35	phosphonoacetate_hydrolase_[EC:3.11.1.2]	cdf:CD630_36220	Phosphonate_and_phosphinate_metabolism,Microbial_metabolism_in_diverse_environments	R00318	C05682=>C00033,C05682<=>C00033
K06196	2	2	6	0	cytochrome_c-type_biogenesis_protein	cdf:CD630_30100	NA	NA	NA
K06201	7	3	3	0	copper_homeostasis_protein	cdf:CD630_01410	NA	NA	NA
K06207	25	10	4	10	GTP-binding_protein	cdf:CD630_21160	NA	NA	NA
K06213	15	21	13	3	magnesium_transporter	cdf:CD630_24360	NA	NA	NA
K06217	3	6	6	0	phosphate_starvation-inducible_protein_PhoH_and_related_proteins	cdf:CD630_24411	NA	NA	NA
K06223	0	0	0	0	DNA_adenine_methylase_[EC:2.1.1.72]	cdf:CD630_09350	Mismatch_repair	NA	NA
K06283	0	12	12	0	putative_DeoR_family_transcriptional_regulator,_stage_III_sporulation_protein_D	cdf:CD630_01260	NA	NA	NA
K06287	37	22	16	5	septum_formation_protein	cdf:CD630_11430	NA	NA	NA
K06333	0	280	17	0	spore_coat_protein_JB	cdf:CD630_05970,cdf:CD630_24000	NA	NA	NA
K06334	0	356	26	4	spore_coat_protein_JC	cdf:CD630_05980,cdf:CD630_24010	NA	NA	NA
K06346	40	28	21	9	spoIIIJ-associated_protein	cdf:CD630_36770	NA	NA	NA
K06373	0	1	3	0	spore_maturation_protein_A	cdf:CD630_35420	NA	NA	NA
K06374	0	3	3	0	spore_maturation_protein_B	cdf:CD630_35410	NA	NA	NA
K06378	9	21	48	0	stage_II_sporulation_protein_AA_(anti-sigma_F_factor_antagonist)	cdf:CD630_07700	NA	NA	NA
K06379	11	35	73	5	stage_II_sporulation_protein_AB_(anti-sigma_F_factor)_[EC:2.7.11.1]	cdf:CD630_07710	NA	NA	NA
K06381	7	10	7	0	stage_II_sporulation_protein_D	cdf:CD630_01240	NA	NA	NA
K06382	1	28	55	1	stage_II_sporulation_protein_E_[EC:3.1.3.16]	cdf:CD630_34900	NA	NA	NA
K06383	0	3	7	0	stage_II_sporulation_protein_GA_(sporulation_sigma-E_factor_processing_peptidase)_[EC:3.4.23.-]	cdf:CD630_26440	NA	NA	NA
K06384	5	6	6	0	stage_II_sporulation_protein_M	cdf:CD630_12210	NA	NA	NA
K06385	0	6	8	0	stage_II_sporulation_protein_P	cdf:CD630_24690	NA	NA	NA
K06387	0	2	3	0	stage_II_sporulation_protein_R	cdf:CD630_35640	NA	NA	NA
K06390	0	5	9	0	stage_III_sporulation_protein_AA	cdf:CD630_11920	NA	NA	NA
K06391	0	3	7	0	stage_III_sporulation_protein_AB	cdf:CD630_11930	NA	NA	NA
K06393	0	8	10	0	stage_III_sporulation_protein_AD	cdf:CD630_11950	NA	NA	NA
K06394	0	5	5	0	stage_III_sporulation_protein_AE	cdf:CD630_11960	NA	NA	NA
K06395	0	5	7	0	stage_III_sporulation_protein_AF	cdf:CD630_11970	NA	NA	NA
K06396	0	13	14	0	stage_III_sporulation_protein_AG	cdf:CD630_11980	NA	NA	NA
K06397	0	15	19	2	stage_III_sporulation_protein_AH	cdf:CD630_11990	NA	NA	NA
K06399	0	0	1	0	stage_IV_sporulation_protein_B_[EC:3.4.21.116]	cdf:CD630_12130	NA	NA	NA
K06405	0	4	2	0	stage_V_sporulation_protein_AC	cdf:CD630_07730	NA	NA	NA
K06406	0	5	4	0	stage_V_sporulation_protein_AD	cdf:CD630_07740	NA	NA	NA
K06407	0	3	3	0	stage_V_sporulation_protein_AE	cdf:CD630_07750	NA	NA	NA
K06409	11	6	4	1	stage_V_sporulation_protein_B	cdf:CD630_34980	NA	NA	NA
K06410	0	66	9	0	dipicolinate_synthase_subunit_A	cdf:CD630_29680	NA	NA	NA
K06411	0	77	10	0	dipicolinate_synthase_subunit_B	cdf:CD630_29670	NA	NA	NA
K06412	81	83	163	5	stage_V_sporulation_protein_G	cdf:CD630_35160	NA	NA	NA
K06416	34	36	72	3	stage_V_sporulation_protein_S	cdf:CD630_19350	NA	NA	NA
K06436	9	45	16	1	spore_coat_assemly_protein	cdf:CD630_35690	NA	NA	NA
K06438	1	9	6	0	similar_to_stage_IV_sporulation_protein	cdf:CD630_24420	NA	NA	NA
K06442	6	2	2	6	23S_rRNA_(cytidine1920-2'-O)/16S_rRNA_(cytidine1409-2'-O)-methyltransferase_[EC:2.1.1.226_2.1.1.227]	cdf:CD630_12080	NA	NA	NA
K06518	5	2	1	0	holin-like_protein	cdf:CD630_14390	NA	NA	NA
K06714	1	3	2	0	arginine_utilization_regulatory_protein	cdf:CD630_04410	NA	NA	NA
K06864	3	1	1	1	uncharacterized_protein	cdf:CD630_17790	NA	NA	NA
K06871	44	159	186	8	uncharacterized_protein	cdf:CD630_01620,cdf:CD630_27490	NA	NA	NA
K06896	0	1	0	0	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene_5'-phosphate_synthase_[EC:2.5.1.105]	cdf:CD630_21500	NA	NA	NA
K06898	1	0	1	0	nucleoid-associated_protein	cdf:CD630_01950	NA	NA	NA
K06910	6	12	20	0	alpha-ketoglutarate-dependent_2,4-dichlorophenoxyacetate_dioxygenase_[EC:1.14.11.-]	cdf:CD630_31670	NA	NA	NA
K06942	13	10	5	17	nucleolar_GTP-binding_protein	cdf:CD630_26620	NA	NA	NA
K06950	2	8	9	0	uncharacterized_protein	cdf:CD630_14600	NA	NA	NA
K06958	9	13	5	0	UPF0042_nucleotide-binding_protein	cdf:CD630_34000	NA	NA	NA
K06960	58	36	34	15	ribosomal_RNA_assembly_protein	cdf:CD630_12540	NA	NA	NA
K06962	13	7	9	4	tRNA_acetyltransferase_TAN1	cdf:CD630_00560	NA	NA	NA
K06969	4	3	2	3	23S_rRNA_(cytosine1962-C5)-methyltransferase_[EC:2.1.1.191]	cdf:CD630_35810	NA	NA	NA
K06971	1	0	1	0	isopentenyl_phosphate_kinase_[EC:2.7.4.26]	cdf:CD630_10750	NA	NA	NA
K07024	16	14	12	2	putative_hydrolase_of_the_HAD_superfamily	cdf:CD630_14100,cdf:CD630_23590,cdf:CD630_25010,cdf:CD630_27640	NA	NA	NA
K07027	5	4	3	0	D-glycero-alpha-D-manno-heptose-7-phosphate_kinase_[EC:2.7.1.168]	cdf:CD630_27230	NA	NA	NA
K07040	83	58	38	20	uncharacterized_protein	cdf:CD630_11760	NA	NA	NA
K07043	6	8	4	0	phosphotriesterase-related_protein	cdf:CD630_15620	NA	NA	NA
K07050	2	1	2	0	tRNA_wybutosine-synthesizing_protein_2_[EC:2.1.1.-]	cdf:CD630_21630	NA	NA	NA
K07056	3	2	1	1	16S_rRNA_(cytidine1402-2'-O)-methyltransferase_[EC:2.1.1.198]	cdf:CD630_35460	NA	NA	NA
K07095	22	16	23	3	N-acetylmuramic_acid_6-phosphate_etherase_[EC:4.2.1.126]	cdf:CD630_10480,cdf:CD630_33070	NA	NA	NA
K07149	0	0	0	0	dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_[EC:2.4.99.18]	cdf:CD630_30780	NA	NA	NA
K07166	8	5	11	1	ACT_domain-containing_protein	cdf:CD630_26270	NA	NA	NA
K07171	21	67	53	4	mRNA_interferase_[EC:3.1.-.-]	cdf:CD630_34610	NA	NA	NA
K07173	9	8	6	0	S-ribosylhomocysteine_lyase_[EC:4.4.1.21]	cdf:CD630_35980	Cysteine_and_methionine_metabolism,Biosynthesis_of_amino_acids,Vibrio_cholerae_pathogenic_cycle	R01291	C03539=>C00155
K07183	9	6	12	3	response_regulator_NasT	cdf:CD630_19100	NA	NA	NA
K07185	0	8	7	0	tryptophan-rich_sensory_protein	cdf:CD630_24450	NA	NA	NA
K07217	0	4	4	37	Mn-containing_catalase	cdf:CD630_15670	NA	NA	NA
K07219	4	5	8	0	putative_molybdopterin_biosynthesis_protein	cdf:CD630_08680	NA	NA	NA
K07238	7	6	4	0	zinc_transporter,_ZIP_family	cdf:CD630_10870,cdf:CD630_34830	NA	NA	NA
K07240	24	20	23	2	chromate_transporter	cdf:CD630_33020,cdf:CD630_33030	NA	NA	NA
K07258	12	18	12	3	D-alanyl-D-alanine_carboxypeptidase_(penicillin-binding_protein_5/6)_[EC:3.4.16.4]	cdf:CD630_12910,cdf:CD630_24980	Peptidoglycan_biosynthesis,Metabolic_pathways	NA	NA
K07281	26	16	10	3	poly-gamma-glutamate_synthesis_protein_(capsule_biosynthesis_protein)	cdf:CD630_02420	NA	NA	NA
K07301	0	6	5	0	cation:H+_antiporter	cdf:CD630_07600	NA	NA	NA
K07321	10	29	68	2	CO_dehydrogenase_maturation_factor	cdf:CD630_07170	NA	NA	NA
K07391	0	1	1	0	magnesium_chelatase_family_protein	cdf:CD630_12720	NA	NA	NA
K07402	8	7	6	0	xanthine_dehydrogenase_accessory_factor	cdf:CD630_15610,cdf:CD630_34780	NA	NA	NA
K07444	5	3	3	2	putative_N6-adenine-specific_DNA_methylase_[EC:2.1.1.-]	cdf:CD630_17800	NA	NA	NA
K07447	7	6	4	6	putative_holliday_junction_resolvase_[EC:3.1.-.-]	cdf:CD630_12850	NA	NA	NA
K07456	2	2	2	1	DNA_mismatch_repair_protein_MutS2	cdf:CD630_07090	Mismatch_repair	NA	NA
K07460	0	1	0	0	putative_endonuclease	cdf:CD630_12710	NA	NA	NA
K07461	0	0	0	0	putative_endonuclease	cdf:CD630_15980	NA	NA	NA
K07462	3	2	2	0	single-stranded-DNA-specific_exonuclease_[EC:3.1.-.-]	cdf:CD630_27460	Base_excision_repair,Mismatch_repair,Homologous_recombination	NA	NA
K07464	7	10	8	0	putative_RecB_family_exonuclease	cdf:CD630_29770	NA	NA	NA
K07467	1	2	4	0	phage_replication_initiation_protein	cdf:CD630_03810,cdf:CD630_04990	NA	NA	NA
K07491	2	1	3	0	putative_transposase	cdf:CD630_02150	NA	NA	NA
K07496	14	10	14	1	putative_transposase	cdf:CD630_02160,cdf:CD630_15000,cdf:CD630_16610,cdf:CD630_17190,cdf:CD630_20720,cdf:CD630_25531	NA	NA	NA
K07507	4	5	8	0	putative_Mg2+_transporter-C_(MgtC)_family_protein	cdf:CD630_14250,cdf:CD630_32700	NA	NA	NA
K07533	14	12	10	2	foldase_protein_PrsA_[EC:5.2.1.8]	cdf:CD630_35000	NA	NA	NA
K07560	7	7	5	3	D-tyrosyl-tRNA(Tyr)_deacylase_[EC:3.1.-.-]	cdf:CD630_27430	NA	NA	NA
K07567	105	105	114	15	TdcF_protein	cdf:CD630_25130,cdf:CD630_31870	NA	NA	NA
K07568	5	3	2	2	S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_[EC:2.4.99.17]	cdf:CD630_28040	NA	NA	NA
K07574	10	6	3	4	RNA-binding_protein	cdf:CD630_11650	NA	NA	NA
K07584	132	108	78	71	hypothetical_protein	cdf:CD630_11620	NA	NA	NA
K07636	3	8	8	0	two-component_system,_OmpR_family,_phosphate_regulon_sensor_histidine_kinase_PhoR_[EC:2.7.13.3]	cdf:CD630_26370	Two-component_system	NA	NA
K07646	7	3	4	0	two-component_system,_OmpR_family,_sensor_histidine_kinase_KdpD_[EC:2.7.13.3]	cdf:CD630_05200,cdf:CD630_18290	Two-component_system	NA	NA
K07658	4	9	10	9	two-component_system,_OmpR_family,_alkaline_phosphatase_synthesis_response_regulator_PhoP	cdf:CD630_26380	Two-component_system	NA	NA
K07667	8	7	5	1	two-component_system,_OmpR_family,_KDP_operon_response_regulator_KdpE	cdf:CD630_05210,cdf:CD630_18300	Two-component_system	NA	NA
K07699	98	128	186	51	two-component_system,_response_regulator,_stage_0_sporulation_protein_A	cdf:CD630_12140	Two-component_system	NA	NA
K07723	18	60	47	5	CopG_family_transcriptional_regulator	cdf:CD630_34620	NA	NA	NA
K07727	4	2	4	0	putative_transcriptional_regulator	cdf:CD630_20450	NA	NA	NA
K07729	3	2	3	0	putative_transcriptional_regulator	cdf:CD630_04270,cdf:CD630_11261	NA	NA	NA
K07736	24	9	4	0	CarD_family_transcriptional_regulator	cdf:CD630_12650	NA	NA	NA
K07737	8	1	3	0	putative_transcriptional_regulator	cdf:CD630_04710	NA	NA	NA
K07738	1	3	7	3	transcriptional_repressor_NrdR	cdf:CD630_26400	NA	NA	NA
